,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
5401,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,674
5402,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,451
5403,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,-198
5404,2019.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,101870
5405,2019.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,30477
5406,2019.03,Insurance corporations,251,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,28972
5407,2019.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5408,2019.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2331
5409,2019.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,7978
5410,2019.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,1535
5411,2019.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,10682
5412,2019.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,3166
5413,2019.03,Insurance corporations,251,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,299
5414,2019.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,2982
5415,2019.03,Insurance corporations,251,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,31354
5416,2019.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5417,2019.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5418,2019.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,305
5419,2019.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,346
5420,2019.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,8737
5421,2019.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,18218
5422,2019.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,37
5423,2019.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3710
5424,2019.03,Insurance corporations,251,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1094
5425,2019.03,Insurance corporations,251,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,411
5426,2019.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,-877
5427,2019.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,30477
5428,2019.03,Pension funds,261,Closing balance total assets,LE00000,A000000,95247
5429,2019.03,Pension funds,261,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,95130
5430,2019.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5431,2019.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2320
5432,2019.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,4484
5433,2019.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,10
5434,2019.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,79116
5435,2019.03,Pension funds,261,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,8745
5436,2019.03,Pension funds,261,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,166
5437,2019.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,290
5438,2019.03,Pension funds,261,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,95247
5439,2019.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5440,2019.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5441,2019.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
5442,2019.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,11
5443,2019.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
5444,2019.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,94802
5445,2019.03,Pension funds,261,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,28
5446,2019.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,406
5447,2019.03,Pension funds,261,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,46
5448,2019.03,Pension funds,261,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,72
5449,2019.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
5450,2019.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,95247
5451,2019.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,12933
5452,2019.03,Financial auxiliaries,270,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,9690
5453,2019.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5454,2019.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,3372
5455,2019.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,533
5456,2019.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,1727
5457,2019.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1728
5458,2019.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
5459,2019.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,59
5460,2019.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
5461,2019.03,Financial auxiliaries,270,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,12933
5462,2019.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5463,2019.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
5464,2019.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,159
5465,2019.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,1707
5466,2019.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,8199
5467,2019.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
5468,2019.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,66
5469,2019.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2803
5470,2019.03,Financial auxiliaries,270,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1692
5471,2019.03,Financial auxiliaries,270,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,1551
5472,2019.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,0
5473,2019.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,12933
5474,2019.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,315072
5475,2019.03,Captive financial institutions,281,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,306406
5476,2019.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
5477,2019.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,10073
5478,2019.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,33060
5479,2019.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,67080
5480,2019.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,184559
5481,2019.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
5482,2019.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,C
5483,2019.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
5484,2019.03,Captive financial institutions,281,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,326619
5485,2019.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
5486,2019.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
